TCR_Cluster	n	Sample
S_5292	2	LN3
S_5293	2	LN3
S_5294	2	LN3
S_5295	2	LN3
S_5296	2	LN3
S_5297	2	LN3
S_5299	2	LN3
S_5300	2	LN3
S_5301	2	LN3
S_5302	2	LN3
S_5303	2	LN3
S_5304	2	LN3
S_5305	2	LN3
S_5306	2	LN3
S_5309	2	LN3
S_5310	2	LN3
S_5312	2	LN3
S_5313	2	LN3
S_5314	2	LN3
S_5315	2	LN3
S_5316	2	LN3
S_5318	2	LN3
S_5319	2	LN3
S_5320	2	LN3
S_5321	2	LN3
S_5322	2	LN3
S_5324	2	LN3
S_5325	2	LN3
S_5328	2	LN3
S_5329	2	LN3
S_5330	2	LN3
S_5331	2	LN3
S_5332	2	LN3
S_5333	2	LN3
S_5334	2	LN3
S_5335	2	LN3
S_5336	2	LN3
S_5337	2	LN3
S_5338	2	LN3
S_5339	2	LN3
S_5340	2	LN3
S_5341	2	LN3
S_5343	2	LN3
S_5344	2	LN3
S_5345	2	LN3
S_5346	2	LN3
S_5347	2	LN3
S_5350	2	LN3
S_5351	2	LN3
S_5352	2	LN3
S_5353	2	LN3
S_5356	2	LN3
S_5358	2	LN3
S_5360	2	LN3
S_5361	2	LN3
S_5362	2	LN3
S_5365	2	LN3
S_5369	2	LN3
S_5370	2	LN3
S_5371	2	LN3
S_5373	2	LN3
S_5376	2	LN3
S_5377	2	LN3
S_5378	2	LN3
S_5379	2	LN3
S_5380	2	LN3
S_5382	2	LN3
S_5383	2	LN3
S_5384	2	LN3
S_5386	2	LN3
S_5401	2	LN3
S_5459	2	LN3
S_5473	2	LN3
S_5498	2	LN3
S_5503	2	LN3
S_5516	2	LN3
S_5601	2	LN3
S_5604	2	LN3
S_5619	2	LN3
S_5623	2	LN3
S_5631	2	LN3
S_5637	2	LN3
S_5658	2	LN3
S_5662	2	LN3
S_5682	2	LN3
S_5728	2	LN3
S_5801	2	LN3
S_5814	2	LN3
S_5842	2	LN3
S_5896	2	LN3
S_6020	2	LN3
S_6037	2	LN3
S_6047	2	LN3
S_6186	2	LN3
S_6233	2	LN3
S_6283	2	LN3
S_6308	2	LN3
S_6403	2	LN3
S_6439	2	LN3
S_6469	2	LN3
S_6525	2	LN3
S_6573	2	LN3
S_6606	2	LN3
S_6647	2	LN3
S_6683	2	LN3
S_6702	2	LN3
S_6737	2	LN3
S_6777	2	LN3
S_6795	2	LN3
S_6852	2	LN3
S_6853	2	LN3
S_6952	2	LN3
S_6964	2	LN3
S_6986	2	LN3
S_6987	2	LN3
S_7001	2	LN3
S_7033	2	LN3
S_7161	2	LN3
S_7246	2	LN3
S_7282	2	LN3
S_7365	2	LN3
S_7400	2	LN3
S_7411	2	LN3
S_7415	2	LN3
S_7427	2	LN3
S_7445	2	LN3
S_7480	2	LN3
S_7481	2	LN3
S_7498	2	LN3
S_7531	2	LN3
S_7600	2	LN3
S_7607	2	LN3
S_7672	2	LN3
S_7707	2	LN3
S_7772	2	LN3
S_7820	2	LN3
S_7828	2	LN3
S_7841	2	LN3
S_7901	2	LN3
S_7932	2	LN3
S_7937	2	LN3
S_7982	2	LN3
S_8036	2	LN3
S_8063	2	LN3
S_8083	2	LN3
S_8095	2	LN3
S_8135	2	LN3
S_8219	2	LN3
S_8233	2	LN3
S_8331	2	LN3
S_8333	2	LN3
S_8377	2	LN3
S_8433	2	LN3
S_8469	2	LN3
S_8509	2	LN3
S_8547	2	LN3
S_8570	2	LN3
S_8648	2	LN3
S_8717	2	LN3
S_8730	2	LN3
S_8765	2	LN3
S_8886	2	LN3
S_8899	2	LN3
S_8910	2	LN3
S_8925	2	LN3
S_8946	2	LN3
S_8949	2	LN3
S_8971	2	LN3
S_9005	2	LN3
S_9059	2	LN3
S_9077	2	LN3
S_9139	2	LN3
S_9156	2	LN3
M_10	1	LN3
M_103	1	LN3
M_11	1	LN3
M_110	1	LN3
M_113	1	LN3
M_114	1	LN3
M_120	1	LN3
M_126	1	LN3
M_131	1	LN3
M_137	1	LN3
M_139	1	LN3
M_2	1	LN3
M_20	1	LN3
M_3	1	LN3
M_30	1	LN3
M_32	1	LN3
M_39	1	LN3
M_40	1	LN3
M_47	1	LN3
M_49	1	LN3
M_55	1	LN3
M_6	1	LN3
M_60	1	LN3
M_75	1	LN3
M_8	1	LN3
M_90	1	LN3
M_91	1	LN3
M_93	1	LN3
M_94	1	LN3
S_5387	1	LN3
S_5388	1	LN3
S_5389	1	LN3
S_5390	1	LN3
S_5391	1	LN3
S_5392	1	LN3
S_5393	1	LN3
S_5394	1	LN3
S_5395	1	LN3
S_5396	1	LN3
S_5397	1	LN3
S_5398	1	LN3
S_5399	1	LN3
S_5400	1	LN3
S_5402	1	LN3
S_5403	1	LN3
S_5404	1	LN3
S_5405	1	LN3
S_5406	1	LN3
S_5407	1	LN3
S_5408	1	LN3
S_5409	1	LN3
S_5410	1	LN3
S_5411	1	LN3
S_5412	1	LN3
S_5413	1	LN3
S_5414	1	LN3
S_5415	1	LN3
S_5416	1	LN3
S_5417	1	LN3
S_5418	1	LN3
S_5419	1	LN3
S_5420	1	LN3
S_5421	1	LN3
S_5422	1	LN3
S_5423	1	LN3
S_5424	1	LN3
S_5425	1	LN3
S_5426	1	LN3
S_5427	1	LN3
S_5428	1	LN3
S_5429	1	LN3
S_5430	1	LN3
S_5431	1	LN3
S_5432	1	LN3
S_5433	1	LN3
S_5434	1	LN3
S_5435	1	LN3
S_5436	1	LN3
S_5437	1	LN3
S_5438	1	LN3
S_5439	1	LN3
S_5440	1	LN3
S_5441	1	LN3
S_5442	1	LN3
S_5443	1	LN3
S_5444	1	LN3
S_5445	1	LN3
S_5446	1	LN3
S_5447	1	LN3
S_5448	1	LN3
S_5449	1	LN3
S_5450	1	LN3
S_5451	1	LN3
S_5452	1	LN3
S_5453	1	LN3
S_5454	1	LN3
S_5455	1	LN3
S_5456	1	LN3
S_5457	1	LN3
S_5458	1	LN3
S_5460	1	LN3
S_5461	1	LN3
S_5462	1	LN3
S_5463	1	LN3
S_5464	1	LN3
S_5465	1	LN3
S_5466	1	LN3
S_5467	1	LN3
S_5468	1	LN3
S_5469	1	LN3
S_5470	1	LN3
S_5471	1	LN3
S_5472	1	LN3
S_5474	1	LN3
S_5475	1	LN3
S_5477	1	LN3
S_5478	1	LN3
S_5479	1	LN3
S_5480	1	LN3
S_5481	1	LN3
S_5482	1	LN3
S_5483	1	LN3
S_5484	1	LN3
S_5485	1	LN3
S_5486	1	LN3
S_5487	1	LN3
S_5488	1	LN3
S_5489	1	LN3
S_5490	1	LN3
S_5491	1	LN3
S_5492	1	LN3
S_5493	1	LN3
S_5494	1	LN3
S_5495	1	LN3
S_5496	1	LN3
S_5497	1	LN3
S_5499	1	LN3
S_5500	1	LN3
S_5501	1	LN3
S_5502	1	LN3
S_5504	1	LN3
S_5505	1	LN3
S_5506	1	LN3
S_5507	1	LN3
S_5508	1	LN3
S_5509	1	LN3
S_5510	1	LN3
S_5511	1	LN3
S_5512	1	LN3
S_5513	1	LN3
S_5514	1	LN3
S_5515	1	LN3
S_5517	1	LN3
S_5518	1	LN3
S_5519	1	LN3
S_5520	1	LN3
S_5521	1	LN3
S_5522	1	LN3
S_5523	1	LN3
S_5524	1	LN3
S_5525	1	LN3
S_5526	1	LN3
S_5527	1	LN3
S_5528	1	LN3
S_5529	1	LN3
S_5530	1	LN3
S_5531	1	LN3
S_5532	1	LN3
S_5533	1	LN3
S_5534	1	LN3
S_5535	1	LN3
S_5536	1	LN3
S_5537	1	LN3
S_5538	1	LN3
S_5539	1	LN3
S_5540	1	LN3
S_5541	1	LN3
S_5542	1	LN3
S_5543	1	LN3
S_5544	1	LN3
S_5545	1	LN3
S_5546	1	LN3
S_5547	1	LN3
S_5548	1	LN3
S_5549	1	LN3
S_5550	1	LN3
S_5551	1	LN3
S_5552	1	LN3
S_5553	1	LN3
S_5554	1	LN3
S_5555	1	LN3
S_5556	1	LN3
S_5557	1	LN3
S_5558	1	LN3
S_5559	1	LN3
S_5560	1	LN3
S_5561	1	LN3
S_5562	1	LN3
S_5563	1	LN3
S_5564	1	LN3
S_5565	1	LN3
S_5566	1	LN3
S_5567	1	LN3
S_5568	1	LN3
S_5569	1	LN3
S_5570	1	LN3
S_5571	1	LN3
S_5572	1	LN3
S_5573	1	LN3
S_5574	1	LN3
S_5575	1	LN3
S_5576	1	LN3
S_5577	1	LN3
S_5578	1	LN3
S_5579	1	LN3
S_5580	1	LN3
S_5581	1	LN3
S_5582	1	LN3
S_5583	1	LN3
S_5584	1	LN3
S_5585	1	LN3
S_5586	1	LN3
S_5587	1	LN3
S_5588	1	LN3
S_5589	1	LN3
S_5590	1	LN3
S_5591	1	LN3
S_5592	1	LN3
S_5593	1	LN3
S_5595	1	LN3
S_5596	1	LN3
S_5597	1	LN3
S_5598	1	LN3
S_5599	1	LN3
S_5600	1	LN3
S_5602	1	LN3
S_5603	1	LN3
S_5605	1	LN3
S_5607	1	LN3
S_5608	1	LN3
S_5609	1	LN3
S_5610	1	LN3
S_5611	1	LN3
S_5612	1	LN3
S_5613	1	LN3
S_5614	1	LN3
S_5615	1	LN3
S_5616	1	LN3
S_5617	1	LN3
S_5618	1	LN3
S_5620	1	LN3
S_5621	1	LN3
S_5622	1	LN3
S_5624	1	LN3
S_5625	1	LN3
S_5626	1	LN3
S_5627	1	LN3
S_5628	1	LN3
S_5629	1	LN3
S_5630	1	LN3
S_5632	1	LN3
S_5633	1	LN3
S_5634	1	LN3
S_5635	1	LN3
S_5636	1	LN3
S_5638	1	LN3
S_5639	1	LN3
S_5640	1	LN3
S_5641	1	LN3
S_5642	1	LN3
S_5643	1	LN3
S_5644	1	LN3
S_5645	1	LN3
S_5646	1	LN3
S_5647	1	LN3
S_5648	1	LN3
S_5649	1	LN3
S_5650	1	LN3
S_5651	1	LN3
S_5652	1	LN3
S_5654	1	LN3
S_5655	1	LN3
S_5656	1	LN3
S_5657	1	LN3
S_5659	1	LN3
S_5660	1	LN3
S_5661	1	LN3
S_5663	1	LN3
S_5664	1	LN3
S_5665	1	LN3
S_5666	1	LN3
S_5667	1	LN3
S_5668	1	LN3
S_5669	1	LN3
S_5670	1	LN3
S_5671	1	LN3
S_5672	1	LN3
S_5673	1	LN3
S_5674	1	LN3
S_5675	1	LN3
S_5676	1	LN3
S_5677	1	LN3
S_5678	1	LN3
S_5679	1	LN3
S_5680	1	LN3
S_5681	1	LN3
S_5683	1	LN3
S_5684	1	LN3
S_5685	1	LN3
S_5686	1	LN3
S_5687	1	LN3
S_5688	1	LN3
S_5689	1	LN3
S_5690	1	LN3
S_5691	1	LN3
S_5692	1	LN3
S_5693	1	LN3
S_5694	1	LN3
S_5695	1	LN3
S_5696	1	LN3
S_5697	1	LN3
S_5698	1	LN3
S_5699	1	LN3
S_5700	1	LN3
S_5701	1	LN3
S_5702	1	LN3
S_5703	1	LN3
S_5704	1	LN3
S_5705	1	LN3
S_5706	1	LN3
S_5707	1	LN3
S_5708	1	LN3
S_5709	1	LN3
S_5710	1	LN3
S_5711	1	LN3
S_5712	1	LN3
S_5713	1	LN3
S_5714	1	LN3
S_5715	1	LN3
S_5716	1	LN3
S_5717	1	LN3
S_5718	1	LN3
S_5719	1	LN3
S_5720	1	LN3
S_5721	1	LN3
S_5722	1	LN3
S_5723	1	LN3
S_5724	1	LN3
S_5725	1	LN3
S_5726	1	LN3
S_5727	1	LN3
S_5729	1	LN3
S_5730	1	LN3
S_5731	1	LN3
S_5732	1	LN3
S_5733	1	LN3
S_5734	1	LN3
S_5735	1	LN3
S_5736	1	LN3
S_5737	1	LN3
S_5738	1	LN3
S_5739	1	LN3
S_5740	1	LN3
S_5741	1	LN3
S_5742	1	LN3
S_5743	1	LN3
S_5744	1	LN3
S_5745	1	LN3
S_5746	1	LN3
S_5747	1	LN3
S_5748	1	LN3
S_5749	1	LN3
S_5750	1	LN3
S_5751	1	LN3
S_5752	1	LN3
S_5753	1	LN3
S_5754	1	LN3
S_5755	1	LN3
S_5756	1	LN3
S_5757	1	LN3
S_5758	1	LN3
S_5759	1	LN3
S_5760	1	LN3
S_5761	1	LN3
S_5762	1	LN3
S_5763	1	LN3
S_5764	1	LN3
S_5765	1	LN3
S_5766	1	LN3
S_5767	1	LN3
S_5768	1	LN3
S_5769	1	LN3
S_5770	1	LN3
S_5771	1	LN3
S_5772	1	LN3
S_5773	1	LN3
S_5774	1	LN3
S_5775	1	LN3
S_5776	1	LN3
S_5777	1	LN3
S_5778	1	LN3
S_5779	1	LN3
S_5780	1	LN3
S_5781	1	LN3
S_5782	1	LN3
S_5783	1	LN3
S_5784	1	LN3
S_5785	1	LN3
S_5787	1	LN3
S_5788	1	LN3
S_5789	1	LN3
S_5790	1	LN3
S_5791	1	LN3
S_5792	1	LN3
S_5793	1	LN3
S_5794	1	LN3
S_5795	1	LN3
S_5796	1	LN3
S_5797	1	LN3
S_5798	1	LN3
S_5799	1	LN3
S_5800	1	LN3
S_5802	1	LN3
S_5803	1	LN3
S_5804	1	LN3
S_5805	1	LN3
S_5806	1	LN3
S_5807	1	LN3
S_5808	1	LN3
S_5809	1	LN3
S_5810	1	LN3
S_5811	1	LN3
S_5812	1	LN3
S_5813	1	LN3
S_5815	1	LN3
S_5816	1	LN3
S_5817	1	LN3
S_5818	1	LN3
S_5819	1	LN3
S_5820	1	LN3
S_5821	1	LN3
S_5822	1	LN3
S_5823	1	LN3
S_5824	1	LN3
S_5825	1	LN3
S_5827	1	LN3
S_5828	1	LN3
S_5829	1	LN3
S_5830	1	LN3
S_5831	1	LN3
S_5832	1	LN3
S_5833	1	LN3
S_5834	1	LN3
S_5835	1	LN3
S_5836	1	LN3
S_5837	1	LN3
S_5838	1	LN3
S_5839	1	LN3
S_5840	1	LN3
S_5841	1	LN3
S_5843	1	LN3
S_5844	1	LN3
S_5845	1	LN3
S_5847	1	LN3
S_5848	1	LN3
S_5849	1	LN3
S_5850	1	LN3
S_5851	1	LN3
S_5852	1	LN3
S_5853	1	LN3
S_5854	1	LN3
S_5855	1	LN3
S_5856	1	LN3
S_5857	1	LN3
S_5858	1	LN3
S_5859	1	LN3
S_5860	1	LN3
S_5861	1	LN3
S_5862	1	LN3
S_5863	1	LN3
S_5864	1	LN3
S_5865	1	LN3
S_5866	1	LN3
S_5867	1	LN3
S_5868	1	LN3
S_5869	1	LN3
S_5870	1	LN3
S_5871	1	LN3
S_5872	1	LN3
S_5873	1	LN3
S_5874	1	LN3
S_5875	1	LN3
S_5876	1	LN3
S_5877	1	LN3
S_5878	1	LN3
S_5879	1	LN3
S_5880	1	LN3
S_5881	1	LN3
S_5882	1	LN3
S_5883	1	LN3
S_5884	1	LN3
S_5885	1	LN3
S_5886	1	LN3
S_5887	1	LN3
S_5888	1	LN3
S_5889	1	LN3
S_5890	1	LN3
S_5891	1	LN3
S_5892	1	LN3
S_5893	1	LN3
S_5894	1	LN3
S_5895	1	LN3
S_5897	1	LN3
S_5898	1	LN3
S_5899	1	LN3
S_5900	1	LN3
S_5901	1	LN3
S_5902	1	LN3
S_5903	1	LN3
S_5904	1	LN3
S_5905	1	LN3
S_5906	1	LN3
S_5907	1	LN3
S_5908	1	LN3
S_5909	1	LN3
S_5910	1	LN3
S_5911	1	LN3
S_5912	1	LN3
S_5913	1	LN3
S_5914	1	LN3
S_5915	1	LN3
S_5916	1	LN3
S_5917	1	LN3
S_5918	1	LN3
S_5919	1	LN3
S_5920	1	LN3
S_5921	1	LN3
S_5922	1	LN3
S_5923	1	LN3
S_5924	1	LN3
S_5925	1	LN3
S_5926	1	LN3
S_5927	1	LN3
S_5928	1	LN3
S_5929	1	LN3
S_5930	1	LN3
S_5931	1	LN3
S_5932	1	LN3
S_5933	1	LN3
S_5934	1	LN3
S_5935	1	LN3
S_5936	1	LN3
S_5937	1	LN3
S_5938	1	LN3
S_5939	1	LN3
S_5940	1	LN3
S_5941	1	LN3
S_5942	1	LN3
S_5943	1	LN3
S_5944	1	LN3
S_5946	1	LN3
S_5947	1	LN3
S_5948	1	LN3
S_5949	1	LN3
S_5950	1	LN3
S_5951	1	LN3
S_5952	1	LN3
S_5953	1	LN3
S_5954	1	LN3
S_5955	1	LN3
S_5956	1	LN3
S_5957	1	LN3
S_5958	1	LN3
S_5959	1	LN3
S_5961	1	LN3
S_5962	1	LN3
S_5963	1	LN3
S_5964	1	LN3
S_5965	1	LN3
S_5966	1	LN3
S_5967	1	LN3
S_5968	1	LN3
S_5969	1	LN3
S_5970	1	LN3
S_5971	1	LN3
S_5972	1	LN3
S_5973	1	LN3
S_5974	1	LN3
S_5976	1	LN3
S_5977	1	LN3
S_5978	1	LN3
S_5979	1	LN3
S_5980	1	LN3
S_5981	1	LN3
S_5982	1	LN3
S_5983	1	LN3
S_5984	1	LN3
S_5985	1	LN3
S_5986	1	LN3
S_5987	1	LN3
S_5988	1	LN3
S_5989	1	LN3
S_5990	1	LN3
S_5991	1	LN3
S_5992	1	LN3
S_5993	1	LN3
S_5994	1	LN3
S_5995	1	LN3
S_5996	1	LN3
S_5997	1	LN3
S_5998	1	LN3
S_5999	1	LN3
S_6000	1	LN3
S_6001	1	LN3
S_6002	1	LN3
S_6003	1	LN3
S_6004	1	LN3
S_6005	1	LN3
S_6006	1	LN3
S_6007	1	LN3
S_6008	1	LN3
S_6009	1	LN3
S_6010	1	LN3
S_6011	1	LN3
S_6012	1	LN3
S_6013	1	LN3
S_6014	1	LN3
S_6015	1	LN3
S_6016	1	LN3
S_6017	1	LN3
S_6018	1	LN3
S_6019	1	LN3
S_6021	1	LN3
S_6022	1	LN3
S_6023	1	LN3
S_6024	1	LN3
S_6025	1	LN3
S_6026	1	LN3
S_6027	1	LN3
S_6028	1	LN3
S_6029	1	LN3
S_6030	1	LN3
S_6031	1	LN3
S_6032	1	LN3
S_6033	1	LN3
S_6034	1	LN3
S_6036	1	LN3
S_6038	1	LN3
S_6039	1	LN3
S_6040	1	LN3
S_6041	1	LN3
S_6042	1	LN3
S_6043	1	LN3
S_6044	1	LN3
S_6045	1	LN3
S_6046	1	LN3
S_6048	1	LN3
S_6049	1	LN3
S_6050	1	LN3
S_6051	1	LN3
S_6052	1	LN3
S_6053	1	LN3
S_6054	1	LN3
S_6055	1	LN3
S_6056	1	LN3
S_6057	1	LN3
S_6058	1	LN3
S_6059	1	LN3
S_6060	1	LN3
S_6061	1	LN3
S_6062	1	LN3
S_6063	1	LN3
S_6064	1	LN3
S_6065	1	LN3
S_6066	1	LN3
S_6067	1	LN3
S_6068	1	LN3
S_6069	1	LN3
S_6070	1	LN3
S_6071	1	LN3
S_6072	1	LN3
S_6073	1	LN3
S_6074	1	LN3
S_6075	1	LN3
S_6076	1	LN3
S_6078	1	LN3
S_6079	1	LN3
S_6080	1	LN3
S_6081	1	LN3
S_6082	1	LN3
S_6083	1	LN3
S_6084	1	LN3
S_6085	1	LN3
S_6086	1	LN3
S_6087	1	LN3
S_6088	1	LN3
S_6089	1	LN3
S_6090	1	LN3
S_6091	1	LN3
S_6092	1	LN3
S_6093	1	LN3
S_6094	1	LN3
S_6095	1	LN3
S_6096	1	LN3
S_6097	1	LN3
S_6100	1	LN3
S_6101	1	LN3
S_6102	1	LN3
S_6103	1	LN3
S_6104	1	LN3
S_6105	1	LN3
S_6106	1	LN3
S_6107	1	LN3
S_6108	1	LN3
S_6109	1	LN3
S_6110	1	LN3
S_6111	1	LN3
S_6112	1	LN3
S_6113	1	LN3
S_6114	1	LN3
S_6115	1	LN3
S_6116	1	LN3
S_6117	1	LN3
S_6118	1	LN3
S_6119	1	LN3
S_6120	1	LN3
S_6121	1	LN3
S_6122	1	LN3
S_6123	1	LN3
S_6124	1	LN3
S_6125	1	LN3
S_6126	1	LN3
S_6127	1	LN3
S_6128	1	LN3
S_6129	1	LN3
S_6130	1	LN3
S_6131	1	LN3
S_6132	1	LN3
S_6133	1	LN3
S_6134	1	LN3
S_6135	1	LN3
S_6136	1	LN3
S_6137	1	LN3
S_6138	1	LN3
S_6139	1	LN3
S_6140	1	LN3
S_6141	1	LN3
S_6142	1	LN3
S_6143	1	LN3
S_6144	1	LN3
S_6145	1	LN3
S_6146	1	LN3
S_6147	1	LN3
S_6148	1	LN3
S_6149	1	LN3
S_6150	1	LN3
S_6151	1	LN3
S_6152	1	LN3
S_6153	1	LN3
S_6154	1	LN3
S_6155	1	LN3
S_6156	1	LN3
S_6157	1	LN3
S_6158	1	LN3
S_6159	1	LN3
S_6160	1	LN3
S_6161	1	LN3
S_6162	1	LN3
S_6163	1	LN3
S_6164	1	LN3
S_6165	1	LN3
S_6166	1	LN3
S_6167	1	LN3
S_6168	1	LN3
S_6169	1	LN3
S_6170	1	LN3
S_6171	1	LN3
S_6172	1	LN3
S_6173	1	LN3
S_6174	1	LN3
S_6175	1	LN3
S_6176	1	LN3
S_6177	1	LN3
S_6178	1	LN3
S_6179	1	LN3
S_6181	1	LN3
S_6182	1	LN3
S_6183	1	LN3
S_6185	1	LN3
S_6187	1	LN3
S_6188	1	LN3
S_6189	1	LN3
S_6190	1	LN3
S_6191	1	LN3
S_6192	1	LN3
S_6193	1	LN3
S_6194	1	LN3
S_6195	1	LN3
S_6196	1	LN3
S_6197	1	LN3
S_6198	1	LN3
S_6199	1	LN3
S_6200	1	LN3
S_6201	1	LN3
S_6202	1	LN3
S_6203	1	LN3
S_6204	1	LN3
S_6205	1	LN3
S_6206	1	LN3
S_6207	1	LN3
S_6208	1	LN3
S_6209	1	LN3
S_6210	1	LN3
S_6211	1	LN3
S_6212	1	LN3
S_6213	1	LN3
S_6214	1	LN3
S_6215	1	LN3
S_6216	1	LN3
S_6217	1	LN3
S_6218	1	LN3
S_6219	1	LN3
S_6221	1	LN3
S_6222	1	LN3
S_6223	1	LN3
S_6224	1	LN3
S_6225	1	LN3
S_6226	1	LN3
S_6227	1	LN3
S_6228	1	LN3
S_6229	1	LN3
S_6230	1	LN3
S_6231	1	LN3
S_6232	1	LN3
S_6234	1	LN3
S_6235	1	LN3
S_6236	1	LN3
S_6237	1	LN3
S_6238	1	LN3
S_6239	1	LN3
S_6240	1	LN3
S_6241	1	LN3
S_6242	1	LN3
S_6243	1	LN3
S_6244	1	LN3
S_6245	1	LN3
S_6246	1	LN3
S_6247	1	LN3
S_6248	1	LN3
S_6249	1	LN3
S_6251	1	LN3
S_6252	1	LN3
S_6253	1	LN3
S_6254	1	LN3
S_6255	1	LN3
S_6256	1	LN3
S_6257	1	LN3
S_6258	1	LN3
S_6259	1	LN3
S_6260	1	LN3
S_6261	1	LN3
S_6262	1	LN3
S_6263	1	LN3
S_6264	1	LN3
S_6265	1	LN3
S_6266	1	LN3
S_6267	1	LN3
S_6268	1	LN3
S_6269	1	LN3
S_6270	1	LN3
S_6271	1	LN3
S_6272	1	LN3
S_6273	1	LN3
S_6274	1	LN3
S_6275	1	LN3
S_6276	1	LN3
S_6277	1	LN3
S_6278	1	LN3
S_6279	1	LN3
S_6280	1	LN3
S_6281	1	LN3
S_6282	1	LN3
S_6284	1	LN3
S_6285	1	LN3
S_6286	1	LN3
S_6287	1	LN3
S_6288	1	LN3
S_6289	1	LN3
S_6290	1	LN3
S_6291	1	LN3
S_6292	1	LN3
S_6293	1	LN3
S_6294	1	LN3
S_6295	1	LN3
S_6297	1	LN3
S_6298	1	LN3
S_6299	1	LN3
S_6300	1	LN3
S_6301	1	LN3
S_6302	1	LN3
S_6303	1	LN3
S_6304	1	LN3
S_6305	1	LN3
S_6306	1	LN3
S_6307	1	LN3
S_6309	1	LN3
S_6310	1	LN3
S_6311	1	LN3
S_6312	1	LN3
S_6313	1	LN3
S_6314	1	LN3
S_6315	1	LN3
S_6316	1	LN3
S_6317	1	LN3
S_6318	1	LN3
S_6319	1	LN3
S_6320	1	LN3
S_6321	1	LN3
S_6322	1	LN3
S_6323	1	LN3
S_6324	1	LN3
S_6325	1	LN3
S_6326	1	LN3
S_6327	1	LN3
S_6328	1	LN3
S_6329	1	LN3
S_6330	1	LN3
S_6331	1	LN3
S_6332	1	LN3
S_6333	1	LN3
S_6334	1	LN3
S_6335	1	LN3
S_6336	1	LN3
S_6337	1	LN3
S_6338	1	LN3
S_6339	1	LN3
S_6340	1	LN3
S_6341	1	LN3
S_6342	1	LN3
S_6343	1	LN3
S_6344	1	LN3
S_6345	1	LN3
S_6346	1	LN3
S_6347	1	LN3
S_6348	1	LN3
S_6349	1	LN3
S_6350	1	LN3
S_6351	1	LN3
S_6352	1	LN3
S_6353	1	LN3
S_6354	1	LN3
S_6355	1	LN3
S_6356	1	LN3
S_6357	1	LN3
S_6358	1	LN3
S_6359	1	LN3
S_6360	1	LN3
S_6361	1	LN3
S_6362	1	LN3
S_6363	1	LN3
S_6364	1	LN3
S_6365	1	LN3
S_6366	1	LN3
S_6367	1	LN3
S_6368	1	LN3
S_6369	1	LN3
S_6370	1	LN3
S_6371	1	LN3
S_6372	1	LN3
S_6373	1	LN3
S_6374	1	LN3
S_6375	1	LN3
S_6376	1	LN3
S_6377	1	LN3
S_6378	1	LN3
S_6379	1	LN3
S_6380	1	LN3
S_6381	1	LN3
S_6382	1	LN3
S_6383	1	LN3
S_6384	1	LN3
S_6385	1	LN3
S_6386	1	LN3
S_6387	1	LN3
S_6388	1	LN3
S_6389	1	LN3
S_6390	1	LN3
S_6391	1	LN3
S_6392	1	LN3
S_6393	1	LN3
S_6394	1	LN3
S_6395	1	LN3
S_6396	1	LN3
S_6398	1	LN3
S_6399	1	LN3
S_6400	1	LN3
S_6401	1	LN3
S_6402	1	LN3
S_6404	1	LN3
S_6405	1	LN3
S_6406	1	LN3
S_6407	1	LN3
S_6408	1	LN3
S_6409	1	LN3
S_6410	1	LN3
S_6411	1	LN3
S_6412	1	LN3
S_6413	1	LN3
S_6414	1	LN3
S_6415	1	LN3
S_6416	1	LN3
S_6417	1	LN3
S_6418	1	LN3
S_6419	1	LN3
S_6420	1	LN3
S_6421	1	LN3
S_6422	1	LN3
S_6423	1	LN3
S_6424	1	LN3
S_6425	1	LN3
S_6426	1	LN3
S_6427	1	LN3
S_6428	1	LN3
S_6429	1	LN3
S_6430	1	LN3
S_6431	1	LN3
S_6432	1	LN3
S_6433	1	LN3
S_6434	1	LN3
S_6435	1	LN3
S_6436	1	LN3
S_6437	1	LN3
S_6438	1	LN3
S_6440	1	LN3
S_6441	1	LN3
S_6442	1	LN3
S_6443	1	LN3
S_6445	1	LN3
S_6446	1	LN3
S_6447	1	LN3
S_6448	1	LN3
S_6449	1	LN3
S_6450	1	LN3
S_6451	1	LN3
S_6452	1	LN3
S_6453	1	LN3
S_6454	1	LN3
S_6455	1	LN3
S_6456	1	LN3
S_6457	1	LN3
S_6458	1	LN3
S_6459	1	LN3
S_6460	1	LN3
S_6461	1	LN3
S_6462	1	LN3
S_6463	1	LN3
S_6464	1	LN3
S_6465	1	LN3
S_6466	1	LN3
S_6467	1	LN3
S_6468	1	LN3
S_6470	1	LN3
S_6471	1	LN3
S_6472	1	LN3
S_6473	1	LN3
S_6474	1	LN3
S_6475	1	LN3
S_6476	1	LN3
S_6477	1	LN3
S_6478	1	LN3
S_6479	1	LN3
S_6480	1	LN3
S_6481	1	LN3
S_6482	1	LN3
S_6483	1	LN3
S_6484	1	LN3
S_6485	1	LN3
S_6486	1	LN3
S_6488	1	LN3
S_6489	1	LN3
S_6490	1	LN3
S_6491	1	LN3
S_6492	1	LN3
S_6493	1	LN3
S_6494	1	LN3
S_6495	1	LN3
S_6496	1	LN3
S_6497	1	LN3
S_6498	1	LN3
S_6499	1	LN3
S_6500	1	LN3
S_6501	1	LN3
S_6502	1	LN3
S_6503	1	LN3
S_6504	1	LN3
S_6505	1	LN3
S_6507	1	LN3
S_6508	1	LN3
S_6509	1	LN3
S_6510	1	LN3
S_6511	1	LN3
