Gene	p_val	p_val_adj
KIAA1551	0.00131017381475083	0.00538700392850633
CXorf36	0.0013159452986697	0.00540968557747372
TSPAN17	0.00131945734693544	0.00542307197941991
NIPSNAP1	0.00132020628799654	0.00542509880950022
NUP210	0.00132271494703322	0.0054343546293453
NACC2	0.00132812231558498	0.00545551386188772
WDR45	0.00132987427001144	0.00546165250162717
OVOS2	0.00133204095096756	0.0054694916724337
ZBTB8A	0.00133303135468905	0.00547249883280009
HJURP	0.00133498582644425	0.00547946185547313
COG6	0.00134026326866821	0.00550005870780095
PUS7L	0.00134581842803131	0.00552178704230763
ING4	0.00135592647894741	0.00556218351363958
BLK	0.00135782176372867	0.00556888106075376
GRINA	0.00136268069928323	0.00558772859056435
BTG3	0.00136466947516818	0.00559372057003609
TYW3	0.00136461181104401	0.00559372057003609
LOC100507412	0.0013662768411096	0.0055992269074884
OR2A7	0.00136654512039305	0.00559924438046672
PKNOX1	0.00136713349177594	0.00560057312991773
PDE4C	0.00136872802197106	0.00560602238122098
CCR5	0.0013712343801734	0.0056152034629692
ADAM28	0.00137401586457684	0.00562550742392772
SLC4A1AP	0.00137467287815509	0.00562711105962423
SPR	0.00137500758824407	0.00562739500800466
CARKD	0.00137665107683269	0.00563194753809178
COPS3	0.00137652771342234	0.00563194753809178
SLFN12	0.00137725455415221	0.00563332971735008
DRD3	0.00137810292878234	0.00563571286417583
EMC2	0.00138329866208719	0.00565587006468962
SURF6	0.00138499189269329	0.00566170163073231
GPBP1L1	0.0013916876951536	0.00568797699726684
ABHD2	0.00139229713409547	0.00568937141038472
DYM	0.00139261093972834	0.00568955746672291
LARGE	0.00139469754346612	0.00569698488093789
ANKRD13D	0.001395853458299	0.00570060853911133
KYNU	0.00139850445486222	0.00571033547915247
ACTR5	0.00140066601503278	0.00571696013218152
PCYOX1L	0.00140054817923806	0.00571696013218152
SRBD1	0.00140243782306573	0.00572309050444065
DNAJC2	0.00140348267526443	0.00572625251577685
SLC36A1	0.00140706685934382	0.00573977187016035
STAG2	0.00140872929985997	0.00574544826758275
DICER1	0.00140990235608329	0.00574912693093912
CEBPZ	0.00141064323700224	0.00575104224727863
CNPY2	0.0014121639432343	0.00575613548109033
POMGNT1	0.00141298823094818	0.00575838862450981
UNC5B	0.00141799817744514	0.0057776955518264
LOC728989	0.00142076940980095	0.00578787507550106
SFTPB	0.00142368505610335	0.00579641249181031
FEN1	0.00142352786564453	0.00579641249181031
PDCD6	0.00142333546023304	0.00579641249181031
MEAF6	0.00142535664919126	0.00580210437927989
DPAGT1	0.00142669984655892	0.00580645756012696
CAND1	0.00142793176968407	0.00581035628769373
LOC100506844	0.00143602464551989	0.00584104539359145
CGGBP1	0.00143593713064707	0.00584104539359145
MAP3K12	0.00143680981065936	0.00584311840162294
INO80B-WBP1	0.00144447334437714	0.00587225634437929
LOC102724285	0.00144480543214688	0.00587225634437929
RNF121	0.00144469703311674	0.00587225634437929
DDI2	0.00144751792389347	0.00588215369418138
ANAPC1	0.0014478012980766	0.0058821781474346
SLC25A36	0.0014497053311923	0.00588878580040725
CASP2	0.00145115565125064	0.0058935482672776
DLEU7	0.00145501708879222	0.00590809925696064
BIRC5	0.00145599772221156	0.00591094940518047
PVRL4	0.00145809852417474	0.00591834516759767
MRPS31P5	0.00145919584506114	0.00592166580215399
VPS11	0.00146163644311406	0.00592930101101053
TPR	0.00146159714641736	0.00592930101101053
MRPL49	0.00146230293825136	0.00593087028388504
RPRD2	0.0014687194272959	0.00595575556674788
RBM43	0.00146963512619013	0.00595832952709621
GABPA	0.00147538273349051	0.00598048872550969
SLAIN2	0.00147608339977239	0.00598218550398869
RPS6	0.00147727996200075	0.0059838347309129
SLC4A2	0.00147733679041211	0.0059838347309129
COQ9	0.00147722463604443	0.0059838347309129
NINJ1	0.00147811018001647	0.00598582407824888
TPPP	0.00147911853394679	0.00598876400686207
CDS2	0.00148064899892976	0.00599381637131177
COX6B1	0.00148286450866793	0.0060016394083644
CCDC186	0.00148438332296106	0.00600549437492527
NEFL	0.00148420402570723	0.00600549437492527
GPATCH3	0.0014880995352505	0.00601938106877599
ICK	0.00149421772270462	0.00604297663293662
SLC25A44	0.0014945284769802	0.00604308101807361
GTF3A	0.00149824892955129	0.00605696974798393
CWC22	0.00149987695511893	0.00606239574312221
LOC100288798	0.00150462472465907	0.00608042705041339
ST13	0.00150652760837758	0.00608695704295516
PHACTR4	0.0015078649391853	0.00609119992956989
UTP3	0.00151061981461605	0.00610116644989092
RUFY2	0.00151347115256152	0.00611122778696633
NFE2L1	0.00151368726730169	0.00611122778696633
LRFN2	0.00151882780996724	0.00613081465431771
UBE2Q2	0.00151926809778119	0.0061314248939569
FBXL8	0.00151992049328553	0.00613289075753415
MCM5	0.00152438831617065	0.00614974841341967
HOXD3	0.00152856346751498	0.00616541917441188
UBXN4	0.00152892166099551	0.00616569130754758
H2AFX	0.00153222921580899	0.00617785498267623
ZNF777	0.00153484878364278	0.00618724063932639
ADPRM	0.00153554939346083	0.00618888854741873
SENP5	0.00153724545529296	0.00619454714342639
NCOA7	0.00153847369573856	0.00619831879544518
KIAA0195	0.0015429719981615	0.00621526118461711
FSD1L	0.00154799567621371	0.00623431300819225
USP3	0.0015533472504789	0.00625467789788428
IDNK	0.0015542030054616	0.006256935713711
ERRFI1	0.00155925737051563	0.00627609229719025
ZNF273	0.00156320386712329	0.00629078322845364
LOC102725160	0.00156552331536958	0.0062989221157955
CCNT2	0.00156777800058661	0.0063067973893097
RAB27B	0.00156881493490509	0.00630977188307739
TOR3A	0.0015789862382447	0.00634947670472008
SPC25	0.00158104059916797	0.00635653251699609
MFF	0.00158378399039555	0.0063663553579054
CD99L2	0.00158448231926182	0.00636795547221996
YIPF5	0.00159004937660638	0.00638911844999396
SNRPA	0.00159104257329656	0.00639189825619881
CUL5	0.00159157764857859	0.00639283688845734
C14orf142	0.00159810883828281	0.00641785499759552
ZNF641	0.00159889432868881	0.00641979381348584
NCLN	0.00160190727699133	0.00643067377066668
UPF2	0.00160333951125588	0.00643398757894317
FARP2	0.00160315631315113	0.00643398757894317
LOC101930558	0.00160912147702181	0.00645596827178936
PCBP2	0.0016104503810601	0.00646007786675291
TTC21B	0.00161129194542537	0.00646223138778013
LOC101929177	0.00162465557313132	0.00651459546132899
LOC81691	0.00162649856551905	0.0065207526611584
XXYLT1-AS2	0.001631824569797	0.00654086854588068
PTEN	0.00163539136478524	0.00655392669394659
LOC101929887	0.00164844706303369	0.00660500005910043
GFM2	0.00165001529356453	0.00661003482166918
C1QTNF9	0.0016505103921046	0.0066107694798403
ANKRD20A11P	0.00165480562997164	0.00662672163905561
DRG2	0.00165665448611979	0.00663287301144581
PRKRIP1	0.00165895777914655	0.00664084118160439
RNU1-13P	0.00165939355498137	0.00664133204643231
GPSM2	0.00166448217165413	0.006660441112536
LRRC34	0.00166743403653553	0.00667099434952754
DUSP8	0.001668294747406	0.006673178989624
SCIN	0.00167378451136301	0.00669387552649193
PEX11A	0.00167793365917419	0.00670920381669802
UBR1	0.00168003052913449	0.00671632185897911
TRAM2	0.00168485500489912	0.00673433941649086
LOC400684	0.00168713793636097	0.00674219358476417
KIAA1429	0.00169045188516907	0.00675162026001238
GBP1	0.00169044634657235	0.00675162026001238
ACSF3	0.0016901966269024	0.00675162026001238
TRIM44	0.00169179371752356	0.00675570724180752
TBRG4	0.00170154271849193	0.00679335805229234
CELF1	0.00170239372878226	0.00679547641633995
CDCA3	0.00170399445981333	0.0068005860940386
TCERG1	0.00170879776191467	0.0068184728005054
SSFA2	0.00171131794010782	0.00682724433292073
GTSCR1	0.00171426009893246	0.00683769572656752
NID1	0.00171767149451372	0.00685001448959137
IRF5	0.00171941446197451	0.00685567623793107
CEP192	0.00172081150097242	0.0068586676024475
GOLGA8B	0.00172066838393694	0.0068586676024475
ATXN1L	0.00172163912987564	0.00686067693844467
CHD1	0.00172301038576072	0.00686485144865929
TMEM57	0.00172731845253717	0.00688072309192494
SCARNA17	0.00173120481406096	0.00689490923879903
LYPLAL1	0.00173341686676762	0.00690242300232966
DEPDC5	0.0017412598549377	0.00693235198113738
IP6K2	0.00174251101584508	0.00693603108559354
THUMPD2	0.00174515182541959	0.00694523924066403
EIF2B3	0.00175067992429186	0.0069659324267133
EBF1	0.00175163541866314	0.00696842692909546
GRK4	0.00175255617995639	0.00697078234518288
CDO1	0.00175346879683925	0.00697310448966189
WIF1	0.0017555972207652	0.00698025981589583
ND6	0.00175893087226867	0.006992203549967
FAM120B	0.00175997711301193	0.00699423958004981
CC2D2A	0.00176010263290861	0.00699423958004981
ATAD2	0.00176056174040523	0.00699475335153879
MKRN2OS	0.0017651342901074	0.00701160667252251
EIF3M	0.00176698693064625	0.0070176514653831
FAM184A	0.00176789117808095	0.00701992812296214
ZNF484	0.00177618118714035	0.00705152576130148
ATXN7L3B	0.001778380849503	0.00705893712451051
PLAG1	0.00178006435222346	0.00706429730201256
NDUFB8	0.0017834598933163	0.00707644853460282
RPL23AP53	0.00178548422558364	0.0070831555286528
NAF1	0.00179059198647838	0.00710208992878875
LOC102724169	0.00179216381321726	0.00710699516655041
SLC9A7	0.00179538196751991	0.00711842601741674
FKBP1A	0.00179805119617661	0.00712634456522398
CCDC159	0.0017978765396801	0.00712634456522398
RBM41	0.00180093701300018	0.00713644846257619
ZNF487	0.0018064688021407	0.00715703163754902
RANBP10	0.00181557542387522	0.00719176757369177
HLTF	0.00182263994222044	0.00721840296818136
JAKMIP2-AS1	0.00182346354374119	0.0072203164368303
SMAD1	0.00182600120833788	0.00722901505066825
PTGIR	0.0018265701351738	0.00722931240995743
MAPKAPK5	0.00182675807265946	0.00722931240995743
TXNDC9	0.00182759036011929	0.00723125678309887
ADK	0.00182829016314305	0.00723267632530086
PIAS3	0.00183363071314883	0.00725245060881394
TFPI	0.00183442162695658	0.00725422596764781
MAML3	0.00184106152058137	0.0072791261611651
TMEM91	0.00184160816281484	0.00727993027343468
MCCC2	0.00184343437127433	0.00728579130562541
HSDL2	0.00185128171640592	0.00731544301127942
COG5	0.00185213562750576	0.00731745387260473
ZNF222	0.00186187922558	0.00735457899349985
ZDHHC13	0.0018746214503833	0.00740215448142414
IQCG	0.00187434616107617	0.00740215448142414
ZNF432	0.00187740119924302	0.00740899230248343
MED19	0.00187679905986984	0.00740899230248343
TRAPPC4	0.00187721658021386	0.00740899230248343
CYP2U1	0.00188000212582654	0.00741787629479615
LINC01003	0.00188702729086627	0.0074442103394144
STARD6	0.00188766342802028	0.00744533494168759
CEACAM1	0.00188843486735129	0.00744699268627483
MIER1	0.00189075607032496	0.0074547601300338
TMEM115	0.00189363064246958	0.00746470607165332
MRPL19	0.00189462639762111	0.00746724338241005
KLHL5	0.00189844591028505	0.0074809068869055
SMIM7	0.0019067009851267	0.00751204058936783
TST	0.00190877884912888	0.00751743395214956
SEPT1	0.00190844511946192	0.00751743395214956
ARHGAP35	0.00191186805960507	0.00752680486506483
LOC101927903	0.00191174289152756	0.00752680486506483
SPTLC2	0.00191245814011652	0.0075277305559746
ANKRD10	0.00191340011330505	0.00753004075022704
NFAT5	0.00192136137674104	0.00755996884562595
TMEM127	0.001927599878317	0.00758310855487794
HLA-DPB2	0.00194080503788109	0.00763364118015249
PCBD2	0.00194381985586849	0.00764408149513424
FUT10	0.00194472075079716	0.00764620646698299
RNF215	0.0019465975642037	0.00765216703273995
LOC100294145	0.00194872910733165	0.00765912655824493
C20orf85	0.0019491271843624	0.00765927169278446
LOC102724104	0.00194963557816705	0.00765985019299126
NMNAT2	0.00195060810415154	0.00766225165268493
LOC102724642	0.0019513195658881	0.00766362691728793
HMGCR	0.00195623363180563	0.00768150395544043
LOC102724448	0.00196078547528264	0.00769795230651505
TTC13	0.00196340072224036	0.00770679298857551
INTS1	0.0019679964343843	0.00772340273508925
BRAP	0.00197632540425885	0.00775465479621124
ZNF595	0.00197970497081098	0.00776647854623739
TMEM175	0.00198035400341325	0.0077675878868852
LOC613037	0.0019815576181868	0.00777087166540415
HYOU1	0.00198365452634219	0.00777765671929474
LOC102724005	0.00199682758230682	0.00782785940213733
GRN	0.00199819260940479	0.00783176286458268
LOC388692	0.00200310973829907	0.00784958450292807
SVIP	0.00200526309387986	0.00785657116109442
SSSCA1	0.00200629725204449	0.00785771969000175
MIR636	0.00200609691613895	0.00785771969000175
NDUFA4	0.00200815224732684	0.00786353265533745
C1QBP	0.0020094080642284	0.00786699764189696
EML2	0.00202543337762742	0.00792827446894099
DTNBP1	0.00202665497054817	0.00793159228923888
GATA3	0.00202846462640929	0.00793574576588975
ZFP57	0.00202839802325011	0.00793574576588975
RAP2C	0.00203243617082091	0.00794981673013092
ACN9	0.00204104755628553	0.00798202776575761
SEPHS2	0.0020452017215115	0.00799679906154423
VTI1A	0.00204620906271885	0.00799926300500301
RBM18	0.00205116586330419	0.0080171628508948
TIMM10B	0.00205178718193519	0.00801811360871228
TAF9B	0.00205688573577666	0.00803655723735288
TP53TG5	0.00205857635557468	0.00804020024843974
ATAD1	0.0020584538411416	0.00804020024843974
PPP1R7	0.00206830429657969	0.00807670733232591
EZH1	0.00206979820324591	0.00808105307335037
PLCL2	0.00207046720806016	0.00808217716704213
ZFPL1	0.00207576066837166	0.0081013493291914
LEPRE1	0.00207650681134075	0.00810277027689321
DNAJC3	0.00207739428499208	0.00810474208905667
SNAP47	0.00207977203158967	0.00811252625454362
ST6GALNAC1	0.00208026041047504	0.00811293909256247
TRAF5	0.00208395535353557	0.0081258549619015
TTPAL	0.00208714729225687	0.00813680510554848
LANCL1	0.00209236566589709	0.00815564988831934
LOC100129316	0.00209816727050599	0.00817676065286495
ZNF703	0.00210317497825193	0.00819477033598509
INO80	0.00210459416264296	0.00819879371809917
ALPK1	0.00210867445702823	0.008213180511415
HSPBP1	0.00211460370312731	0.0082347622724796
IL1RAP	0.00212057469116623	0.00825649863232115
ALG2	0.00212411133069386	0.00826875056926494
NCAPD2	0.00212571527816575	0.00827347579727274
NOTCH2NL	0.00212676810733501	0.00827605468263505
DDX1	0.00212808520724749	0.00827966080999904
MSMP	0.00213193977613028	0.00829313623847596
CUL1	0.00213436762183195	0.00830105786242655
LOC101059954	0.00213744743422715	0.00830998811825654
SLC12A4	0.00213708521592429	0.00830998811825654
LOC101929741	0.0021411088142543	0.00832269716508525
AHI1	0.00214782753747832	0.0083472835651164
ZMYND10	0.00215456892480565	0.00837194902112096
OSBPL11	0.00215570435508785	0.0083748265181724
ACSL4	0.00215998654190851	0.00838992574739848
JTB	0.00216206696405027	0.00839646881039702
IL7	0.00216316714551419	0.0083992033727691
TIMM23B	0.00216372626619365	0.00839983647326284
B4GALNT1	0.0021750956561512	0.00844242838134236
PHIP	0.00217649002900759	0.0084462946999438
ADARB2	0.00217987617834766	0.00845788766747114
PDP2	0.00218055981777061	0.0084589926130015
DDX23	0.00218845599075053	0.00848496794366311
ATP6V0C	0.00218827046310379	0.00848496794366311
C3orf33	0.00218840299471938	0.00848496794366311
PYGM	0.00219019453321713	0.00849015639928145
KIAA2013	0.0021946800551079	0.008505989511829
TMEM87A	0.00220158938846036	0.00853120916325002
LINC00239	0.00220733115845974	0.00855110745142086
GINS3	0.00220753080424977	0.00855110745142086
RNF11	0.00220878846065864	0.00855441666794165
ATP6V1B2	0.00220996047848364	0.00855739306694926
FLJ30679	0.00221166534496191	0.00856243129535453
INPP5F	0.00221311337640016	0.00856555514526824
METTL2B	0.00221327999792861	0.00856555514526824
PPP3R1	0.00221502108845753	0.00857072929100664
TNFAIP8	0.00221860562010377	0.00858303319794979
NSUN3	0.00222198839153093	0.00859455221732409
PPP1R15B	0.0022312540843771	0.0086288177646735
LOC101929748	0.00223311198739763	0.0086344282641256
FOXK2	0.00223623586194659	0.00864493076196924
TPGS2	0.00223918648728931	0.00865475979996933
SLC25A39	0.00224019625832288	0.00865708495745475
FBXO9	0.00224228430621795	0.00866357543564771
SGMS1	0.00224618648437733	0.00867707157753632
TTC39C	0.00224748970424701	0.00868052479469507
CCDC59	0.0022586741361439	0.00872213420963945
CD58	0.00226198495569391	0.00873332913532794
MRPS6	0.00226316940462083	0.00873631174612279
SLMAP	0.00226362066923342	0.00873646354014601
LOC100507507	0.00227354540442708	0.00877317156788383
BCCIP	0.00227527916955617	0.00877826462214793
MEN1	0.00228854678860091	0.0088278465428607
MAPK11	0.00229005466287247	0.00883205660851052
XIST	0.00229999203464491	0.00886876928559078
LPIN1	0.00230465814419236	0.00888514632285612
ZNF468	0.00230558983503041	0.00888712272288713
TYW1	0.00232383438281479	0.00895582038719535
ILF3	0.00232607472462094	0.00896119759487028
P2RY14	0.00232583740427582	0.00896119759487028
EFNA4	0.00232772445072205	0.00896592447346771
LRCH1	0.00232833240646561	0.00896663767501774
KCNA3	0.00233137150574558	0.00897671149125857
IL17C	0.0023319069593864	0.00897714336443397
NPM1	0.00233893742374548	0.00900257438889187
GPS2	0.00234471035426195	0.00902315681240928
AKIRIN2	0.00234603491352562	0.00902661619122848
SEPT11	0.00234740298513638	0.00903024170302418
CHD4	0.00234868898134548	0.00903355022059755
TNS4	0.00235232162981569	0.00904588161833746
GeneID:100129637	0.00235603309587765	0.0090585115840053
RBM34	0.00235753869498198	0.00906265735783539
LOC729040	0.00236347466354803	0.00908382940640208
DOCK2	0.0023670124144961	0.00909577809143563
PHACTR2	0.00237344002833355	0.00911717372231441
CRTAP	0.00237340700516184	0.00911717372231441
PARP9	0.00237475033077032	0.00912055505522945
MSL2	0.0023767517832823	0.00912658913993318
PRNP	0.00237762705731201	0.00912664518216707
CRELD1	0.00237739140987467	0.00912664518216707
NOP14	0.00238254450822175	0.00914386607498496
SLC25A52	0.00238388319004649	0.00914734841586865
MED20	0.00238452120476241	0.00914814140929832
MOSPD3	0.00238828293674834	0.00916091599250475
RPS11	0.0023894663648153	0.00916379795027176
DLGAP4	0.00240081230615537	0.00920564588482067
UPF3A	0.00241176229551746	0.00924596073089919
ALOX5	0.00241840955578412	0.00926976863529183
SGSM3	0.00242279514489092	0.00928490051189855
C6orf89	0.00244004308282157	0.00934931051499185
LOC100506127	0.00244743957413911	0.00937595709688265
TLL1	0.00244920411496982	0.00937934683845072
CCNT1	0.00244920892075349	0.00937934683845072
RBM5	0.00245326855747506	0.00939319724985215
MMD	0.00246692215060024	0.00944376985016784
IPMK	0.00246750358137624	0.00944409392280472
MBNL1	0.00246789742173632	0.00944409392280472
ZSWIM3	0.00246924452077365	0.00944754425339485
MLH3	0.0024704781326994	0.00945055920604058
RHCE	0.00247318725800718	0.00945921647751422
RNF26	0.00247606004591553	0.00946849647561784
IFI6	0.00247858399561627	0.00947643940490892
ZFP64	0.00248293654968849	0.00949136956485103
EPHB6	0.00248662564032291	0.00950323881314828
SOCS2	0.00248693773165659	0.00950323881314828
PNPLA2	0.00249036423433898	0.0095146180295192
RPL39L	0.00249170825681955	0.00951803831243319
QPCT	0.00249314831394162	0.00951839593916722
TMPRSS4	0.0024931442374314	0.00951839593916722
ATP6V0A2	0.00249289878379854	0.00951839593916722
YIPF3	0.00249427967374738	0.00952100131764478
AMIGO3	0.0024952544369135	0.00952300811554102
TFDP1	0.00250115497805587	0.00954380978312503
LOC102724828	0.00250828319860907	0.00956584608453537
DLGAP5	0.00250799222347251	0.00956584608453537
NBEAL1	0.00250792925728857	0.00956584608453537
CCNC	0.00250879222288339	0.00956606714543526
ZNRF3-AS1	0.00250968765472316	0.00956776124058399
GeneID:728053	0.00251689479788942	0.00959351273789338
PRDX1	0.0025262034414755	0.0096272637173068
SEL1L	0.00254427659116497	0.00969439776238353
USP39	0.00254659716783636	0.00970149680895878
AGAP2-AS1	0.00255982296339312	0.00975013028154476
SULT1A2	0.00256452583160252	0.00976628907104082
ZFYVE20	0.00257086210787645	0.00978866132564522
ZNF705E	0.00257153612732889	0.009789470146902
LOC728637	0.0025778794065769	0.00981185686552098
RGS17	0.00258083318897792	0.00981957486039535
MAGEF1	0.00258054794172405	0.00981957486039535
FLCN	0.0025902813703789	0.00985375557004409
ZNF354B	0.00260228997250261	0.00989766243487003
FPGT	0.00260280471122818	0.00989784513461129
N4BP2L1	0.00260612003800459	0.00990867582753699
NT5E	0.00261798812429553	0.0099520150815665
ZNF890P	0.00262844936040447	0.00998999176262689
RNF5	0.00262939272133525	0.00999178656765417
LOC102724927	0.00263834786251574	0.0100240203275231
TMEM189	0.00263890237127737	0.0100243312717268
FANCI	0.00264276686329285	0.0100372134019905
TCERG1L	0.00264526202745699	0.0100448911509951
POFUT2	0.00264898410289617	0.0100572242846799
GNB2L1	0.00265014431912391	0.0100598283014104
C1QL1	0.00265153023974158	0.0100632879964995
WDR86	0.00265664801092395	0.0100809073207506
DNAJB2	0.00265740461332805	0.0100819744256639
KLF9	0.00265879012624453	0.0100854267568224
LRP2BP	0.00266771477234699	0.0101174704742373
HYLS1	0.00267914157279636	0.0101589906089514
GLUD1P7	0.00268462950402057	0.0101779804292578
ENTPD7	0.00269492996077249	0.01021520547061
IRF4	0.00269556564095783	0.010215789155367
RNH1	0.00269740726780445	0.0102209421718058
SNORA15	0.0026979703667381	0.0102212496494787
CCDC101	0.00270020888827779	0.0102279032153233
SLC25A45	0.00270183054110707	0.010232218234964
FAM200A	0.00270502614279557	0.0102424914187482
ZNRD1	0.00270589743969207	0.0102439616031755
TUBB2A	0.00271262973863435	0.0102676158302619
SUOX	0.00271417517872632	0.0102716322609614
USPL1	0.00271795033871973	0.010282249515442
MRGPRX2	0.00271784984828678	0.010282249515442
C3orf14	0.00272198631771499	0.0102956814385767
WDR5	0.0027249085324929	0.0103048966043348
HIST1H2AL	0.00272944450161974	0.010320210196176
TUBG1	0.00273379025551344	0.0103347992404508
TFCP2	0.0027343261758403	0.0103349829864946
PYCARDOS	0.00273780768059008	0.0103462981628572
NAA11	0.00274723988016004	0.0103800932439754
LOC102723564	0.00275593496631272	0.0104110916931885
USF2	0.00275666223807077	0.0104119844603749
ARHGEF28	0.00275797788857337	0.0104150988356239
ATP11B	0.00276504692910332	0.010439935067193
CHCHD7	0.00276863088149058	0.0104516062183432
ZNF180	0.00277074101795634	0.010456864157682
LPCAT4	0.00277100983431595	0.010456864157682
TEX30	0.00277354488293564	0.0104645685602738
KLHL6	0.00277899974642501	0.0104832847068982
FOXJ3	0.00278003631324565	0.0104853299184268
OTUD4	0.00278643795209321	0.0105076059900414
TUBA3D	0.00278732419362298	0.0105090793774855
AIFM2	0.00278874179317528	0.0105124544646623
SUPT7L	0.00278921073522513	0.0105124544646623
RHBDL3	0.00279130546533236	0.0105184801543654
LINC00888	0.00279287054061427	0.0105225081587045
MTRNR2L1	0.00279548430311545	0.0105304850977748
SHISA3	0.00280975339717726	0.0105823566058134
TOP1	0.00281086324772381	0.01058465691721
PILRB	0.0028129353677118	0.010590579314474
CHPF	0.00281406252296258	0.0105929424897037
CRIPT	0.00281677627184323	0.0106012761620677
NDUFB11	0.00281898420224605	0.0106077035062516
GSPT1	0.00282085832160091	0.0106128726777563
MGAT5	0.00282546740965996	0.0106283279219703
LOC101928464	0.00283519678910641	0.0106630348472014
CDK19	0.00283761898130933	0.0106696376577084
PIAS4	0.00283795860180748	0.0106696376577084
SIPA1L1	0.0028403861215406	0.0106768714756528
ALKBH2	0.00284607596061704	0.0106963634543268
UBR7	0.00284853408469627	0.010703704973111
LRIG3	0.00285725579059617	0.0107345758736871
PGBD5	0.00286110045731033	0.0107471162767689
ZADH2	0.00287036304804579	0.0107799999155224
DOK3	0.00289431831738621	0.0108680422937547
ZNF324	0.00289755927395177	0.0108782859058186
CNOT8	0.0028987377090751	0.0108807839529318
HUS1B	0.00290176306070533	0.010890212527241
BCL2L1	0.00291540734856174	0.0109382435518605
PIGM	0.00291559273852638	0.0109382435518605
AKR1C3	0.00291923279175455	0.0109467046219708
VPS53	0.00291921994842982	0.0109467046219708
ZBTB11	0.00291939651743997	0.0109467046219708
USP15	0.00292432152644899	0.0109632333273697
LOC101929327	0.0029280186199585	0.0109751535687663
C1orf131	0.00292927593976049	0.0109779261584097
MAP1B	0.00294352343307467	0.0110293719025879
FAM46A	0.00294429529911692	0.0110303152629697
FTSJ2	0.00294730211540239	0.0110396296827011
ZSWIM7	0.00295092164244608	0.011051235421684
POU3F2	0.00295174655005453	0.0110523730285234
KPNA5	0.00295461002320973	0.0110611419898027
DDX24	0.00295588603365892	0.0110639659374936
ZDHHC20	0.00295907021365286	0.0110739299613817
WDR41	0.00295997923101621	0.0110753774755455
CLEC7A	0.00296201443682239	0.011081037603833
ZNF865	0.00296713116886772	0.0110962648261941
TGFBRAP1	0.00296679956487179	0.0110962648261941
LOC101928081	0.00297921790179541	0.0111395016328062
OSBPL9	0.00298179206867469	0.0111471613242469
TRMT61B	0.00298363692685072	0.0111520923413201
XXYLT1	0.00298632187874169	0.0111601611285205
FOSL1	0.00298942480209102	0.0111697887954098
PIGB	0.00300001094243401	0.0112073686924679
TAMM41	0.00300077927217998	0.0112082646714324
SMIM11	0.00300612129681012	0.0112262406167897
MAPK14	0.00301583074119855	0.0112565537415239
RUVBL2	0.00301534361239833	0.0112565537415239
LAPTM4A	0.0030148777998753	0.0112565537415239
KDM8	0.00301816665266095	0.0112632902286879
ASB1	0.00304558759263511	0.0113636209825133
GPR89A	0.00304806384041428	0.0113708597937566
NEU1	0.00305805667428807	0.0114061318938272
GET4	0.00306074679787828	0.0114141582713914
GINM1	0.00307381930271731	0.0114608930682188
DLL3	0.00307876627523156	0.0114773202962051
KXD1	0.00308242633978329	0.0114889451342924
LYRM7	0.00308763051618067	0.0115063201523739
YDJC	0.00309001279723271	0.0115131748776724
OTX1	0.00309143321389345	0.0115164439838841
LOC645769	0.00309511254152098	0.0115281255322404
LOC101929241	0.00309651161700417	0.0115313113912949
GNAQ	0.00309962681056631	0.0115408857792293
NDUFS5	0.00310302283913338	0.0115515022594946
DNAJC18	0.00311035725877594	0.0115767737353668
DHX15	0.00311250291177772	0.0115808529348203
KIF22	0.0031125453474385	0.0115808529348203
ARHGEF6	0.00312017256353496	0.0116071951810997
VPS52	0.00312220451989355	0.0116127171971067
RPL6	0.0031394757529334	0.0116749082532372
ZFAND4	0.00314137779274261	0.0116799334201412
TCEB3	0.00314976129356525	0.0117090512732571
CCNF	0.00315737385881916	0.0117352935152185
RPL9	0.00316104716738882	0.0117448297697936
SPDYE6	0.0031607635286934	0.0117448297697936
SNX12	0.0031635388594826	0.01174585646567
KAT6B	0.00316249704554401	0.01174585646567
ITPR3	0.00316324652057347	0.01174585646567
KCTD13	0.00316323450135661	0.01174585646567
HDHD1	0.00316695356914192	0.0117564766837672
GNL1	0.00318185891298567	0.0118097416567379
DNMT3B	0.00318525662952913	0.0118190776389581
SPATS2	0.0031854888619523	0.0118190776389581
ZCCHC6	0.00318817319036275	0.0118269681688321
MYCBP2	0.00319336261231208	0.0118441473035877
WLS	0.00319700991249092	0.0118556017178016
PHF5A	0.00319948190958328	0.0118626944647626
CAPRIN2	0.00320155758528241	0.0118683155512444
LOC102724973	0.00320299534875343	0.0118715703174349
DTX3	0.00321259280655838	0.011905061723133
PIWIL4	0.00321533991225576	0.0119131601780433
AIMP1	0.0032182658512155	0.0119219182834198
KIF1B	0.00322194083960725	0.0119313639473355
C16orf87	0.00322166485464512	0.0119313639473355
IFNL1	0.00322681585642422	0.0119473307756712
TFB2M	0.00323641754069442	0.0119807895274999
SAFB	0.00323947255642211	0.0119900059295986
YAE1D1	0.00325815794669907	0.0120570605014123
SPG20	0.00325961003677538	0.0120603296685157
HNRNPA0	0.00326334555996854	0.012072044764663
SF3B5	0.00326708694332869	0.0120837774492701
LOC100506274	0.00326791256173732	0.0120847235587315
LOC283856	0.00327538925448336	0.0121102606884734
CDH22	0.00328307794509933	0.0121365726093196
CCDC107	0.00329673006922447	0.0121849165751329
