Gene	p_val	p_val_adj
PTRH1	3.32559984176512e-29	1.35113642613323e-27
IL5RA	3.63284838596141e-29	1.47314433211223e-27
FKBP8	4.06578006952902e-29	1.64555465104144e-27
FLJ32255	4.509505151483e-29	1.82166829052669e-27
RBBP7	4.8550114544916e-29	1.95751108225966e-27
EPDR1	5.12611313764089e-29	2.06289577652919e-27
APOBEC3C	5.91534602376369e-29	2.37599731954508e-27
CCND3	6.18945647365615e-29	2.48139873144234e-27
LINC00892	6.47690863674286e-29	2.59174110128382e-27
SLC4A4	7.46146366228608e-29	2.98008891430816e-27
SYNE2	7.9960081407217e-29	3.18758159113582e-27
PIK3R3	8.81485335720625e-29	3.50741857410188e-27
SEMA4A	9.53951654132902e-29	3.78865293648887e-27
HSP90B1	1.05239525241216e-28	4.1718128061976e-27
RNF130	1.2121871232829e-28	4.7962806922731e-27
LOC102723797	1.63515979198108e-28	6.4578154317197e-27
MLC1	1.73688220247538e-28	6.84680255578029e-27
FOXP3	1.85002703289482e-28	7.27929003963512e-27
BPGM	1.91639642673909e-28	7.52646952190418e-27
STK38	2.65117365646239e-28	1.03929927737993e-26
DBN1	2.99528447844573e-28	1.17202939518223e-26
LOC101928804	3.08984768157492e-28	1.20680459725306e-26
SLBP	3.26374919985906e-28	1.27238222482741e-26
TNFSF8	3.8466601215143e-28	1.49688014416652e-26
ITGB1BP1	3.85529755211317e-28	1.49749359863033e-26
YWHAEP7	4.08454291768136e-28	1.5836377732758e-26
SCP2	4.34329681259059e-28	1.680887569369e-26
S100A10	4.42117580764763e-28	1.70791068358089e-26
GAB3	4.74876514754039e-28	1.83112384089157e-26
PON3	5.30732645171282e-28	2.04279091448141e-26
LINC00861	6.69678137620752e-28	2.57292281569944e-26
NRN1	1.1191564074893e-27	4.2920558933152e-26
CSK	1.25835496311822e-27	4.81718268191537e-26
PBXIP1	1.28262013545093e-27	4.90122663651233e-26
GIMAP7	1.47687051248227e-27	5.63335788286401e-26
PPP2R5A	1.50857342724181e-27	5.74395426300618e-26
SUMO2	1.58295373520335e-27	6.01635892763308e-26
CXCR4	1.63735612507508e-27	6.21199440082152e-26
FTH1	1.66181241773557e-27	6.29352102773856e-26
B4GALT4	1.93841569236512e-27	7.32797148015678e-26
THEM4	2.06357157919607e-27	7.78722883480255e-26
CYSLTR1	2.51101704008581e-27	9.45890752862165e-26
DNPH1	2.57082957012518e-27	9.66704849702391e-26
PFKFB3	3.14430381086295e-27	1.1802547826687e-25
RBM39	3.45011326545551e-27	1.29275622144489e-25
CALM3	3.6225519743854e-27	1.35497499599234e-25
KHDRBS1	4.0690236689418e-27	1.51929320371334e-25
TGFBR1	4.42306050086579e-27	1.64858114415398e-25
NR4A3	5.24356317707017e-27	1.95097347121586e-25
IL10RA	6.24318038399838e-27	2.31883309253656e-25
GPR141	9.69986647733562e-27	3.59641203236598e-25
RGS10	1.08851535936131e-26	4.02883660407238e-25
RASSF4	1.16464847398204e-26	4.30311234080331e-25
NINJ2	1.19678505063249e-26	4.4141595397937e-25
RCAN2	1.30929209513952e-26	4.82074075585396e-25
SON	1.51554159120641e-26	5.5704689889611e-25
GSAP	1.63685233680791e-26	6.00594539083426e-25
ANXA4	1.65017119509836e-26	6.04435763482661e-25
UTRN	1.85268826484904e-26	6.77445046912386e-25
NCR3	2.5380250526736e-26	9.26444669829633e-25
CLUH	2.81198913801956e-26	1.02468497661716e-24
PHB	2.97601736685137e-26	1.08259650628103e-24
RPL21P28	3.20191229310171e-26	1.1627766423305e-24
UAP1	3.25305498390586e-26	1.17932974527651e-24
TNS3	3.38102740853584e-26	1.22363189898e-24
RPS5	3.44630814828954e-26	1.24513293371251e-24
CTDSP1	3.62641080806439e-26	1.30797483703111e-24
EID1	4.00355994212691e-26	1.44155346778655e-24
TSC22D4	4.3531886154463e-26	1.56478685010822e-24
ARL6IP1	6.2410766487952e-26	2.23960665935107e-24
YWHAQ	8.03937176536837e-26	2.88005061486372e-24
GPR18	8.71787073521542e-26	3.11785164506659e-24
ARPC3	9.00760248476209e-26	3.21604770196691e-24
ENTPD1	9.97261492293652e-26	3.55460869387626e-24
TMEM173	1.09685801130083e-25	3.90304776907182e-24
PRELID1	1.17312244884026e-25	4.16743398576286e-24
C8orf59	1.33022090302806e-25	4.71761286144132e-24
SGK1	1.47898314019062e-25	5.23643980587022e-24
RNF126	1.48591431030037e-25	5.25221178214169e-24
RALGDS	1.53454452960247e-25	5.41507826685677e-24
MAZ	1.99703692024933e-25	7.03540847253284e-24
PITPNC1	2.06563745493662e-25	7.26501478346532e-24
GPX1	2.68105790371453e-25	9.4138867586056e-24
CXCL13	2.84566251458107e-25	9.97534059656784e-24
HSPA5	2.9214214118093e-25	1.02240107758501e-23
MAP1LC3B	2.94216065549892e-25	1.02796282012885e-23
PLP2	3.335092631458e-25	1.16333296920989e-23
IER2	3.59375385150446e-25	1.25149969922343e-23
PARP15	3.90980129764609e-25	1.35932894951604e-23
SH3BP1	4.14610510022546e-25	1.43912597325011e-23
IFITM10	4.30716042832567e-25	1.49258592097926e-23
A2M-AS1	4.35610678590901e-25	1.50708503614288e-23
GSE1	4.70051145420495e-25	1.62359034072929e-23
CH25H	4.85599599617591e-25	1.67456850547803e-23
DPP4	5.68969751077017e-25	1.95888157156516e-23
YWHAZ	6.03569701878699e-25	2.0746363431837e-23
BATF	6.37471933607545e-25	2.18762213073605e-23
ACAA2	6.43786568037305e-25	2.20572302664542e-23
PLEKHA1	6.93631615576961e-25	2.37266762954132e-23
GAS7	7.04112162949206e-25	2.40463941253249e-23
PRSS21	8.06505571584019e-25	2.74989873989612e-23
LDB2	9.46639851327547e-25	3.22252615841968e-23
SELPLG	9.73481682577385e-25	3.30858966732391e-23
FLT3LG	1.1718679257277e-24	3.97647599501329e-23
CTSD	1.17756890311585e-24	3.98943790691389e-23
STUB1	1.30238714848588e-24	4.40526740751013e-23
DAXX	1.33272428541802e-24	4.4991349970049e-23
IL32	1.33438132455493e-24	4.4991349970049e-23
CD48	1.51300325046222e-24	5.09329729139728e-23
DGKD	2.11658938833884e-24	7.11388712327893e-23
TNFSF14	2.20709141954804e-24	7.40632829521754e-23
SRRT	2.64202669702981e-24	8.85183288951158e-23
ITM2C	3.10677313480901e-24	1.03771465987075e-22
CLCF1	3.10707661739876e-24	1.03771465987075e-22
IFITM2	3.32473814754111e-24	1.10866425523666e-22
CCDC69	3.53345510384078e-24	1.17641312154247e-22
HNRNPA2B1	3.62197510477655e-24	1.20399448310503e-22
ARRB2	4.25952541232648e-24	1.41370915406291e-22
SOX13	4.61196404437296e-24	1.52828958520409e-22
CCNDBP1	4.70727089932594e-24	1.55743839676918e-22
RPS27	4.72849971738092e-24	1.56202526489431e-22
SLC20A1	5.56118994248238e-24	1.83424131104458e-22
BRK1	5.65312901629249e-24	1.8616701890921e-22
EPHX4	5.71452844070709e-24	1.87897239024056e-22
CD3E	6.17544548376379e-24	2.02738154519601e-22
RGCC	7.17007996797838e-24	2.35027907203842e-22
LOC100996255	8.32494583106837e-24	2.72462116026695e-22
ZNF600	9.14121483358084e-24	2.98716308460065e-22
FAM166B	9.83089350057388e-24	3.20759368246417e-22
ARF1	1.09950640154287e-23	3.58192500213844e-22
ARHGAP15	1.17863704528185e-23	3.82795320924003e-22
VIPR2	1.17842274506877e-23	3.82795320924003e-22
CAPZB	1.1926107698393e-23	3.86741425179694e-22
NME8	1.48225622528595e-23	4.7993419886816e-22
TADA3	1.64292407254915e-23	5.31145331259486e-22
SCAMP2	2.40911886223248e-23	7.77665035467679e-22
CCDC102A	2.50645476619731e-23	8.07855511877091e-22
CNR2	2.57881381056441e-23	8.29916286713962e-22
RALGAPA1P	2.75001799742261e-23	8.83672449838466e-22
PHLDA1	2.81339784995969e-23	9.02670826050608e-22
PTGER2	3.12945164608025e-23	1.00255907114909e-21
THRAP3	3.16500471507992e-23	1.01241960780415e-21
IGF2R	3.30990826053138e-23	1.05717672273117e-21
PPP4C	3.6578601714459e-23	1.16655486490263e-21
VEZF1	4.03151755015725e-23	1.28379015320923e-21
RCAN1	4.69616170374191e-23	1.49319636301287e-21
ANKRD35	4.88825977877137e-23	1.55194930221831e-21
PIK3CG	5.22091640540209e-23	1.65508512893524e-21
CERCAM	5.74698404784115e-23	1.819134890845e-21
OXNAD1	5.79711988738931e-23	1.83227002342403e-21
RPL8	6.22392232879141e-23	1.96424024924119e-21
SNX3	6.28343847627781e-23	1.98007671924071e-21
STARD7	6.33887308616672e-23	1.994581905214e-21
CD109	6.50550995257683e-23	2.04398303813703e-21
GRK6	6.86779900964365e-23	2.15461954728584e-21
GeneID:102723863	6.8943409866591e-23	2.15975160480157e-21
PDIA6	6.94510598021203e-23	2.17244554024095e-21
RPL39	7.58085802907024e-23	2.36781792460268e-21
PIM2	7.90174511040626e-23	2.46441485737494e-21
BTG1	8.15986410009615e-23	2.54118058494624e-21
PRR13	8.62886142572012e-23	2.68329755303039e-21
CRIP1	8.88679774787267e-23	2.75946129775818e-21
MIF4GD	9.23584601909988e-23	2.8636523738753e-21
SIRT2	1.06171962339423e-22	3.28714595225473e-21
GLUD1	1.10121004613711e-22	3.40444062076907e-21
RPL37	1.1741577210275e-22	3.62467786718359e-21
MAD2L2	1.19333506799456e-22	3.67852472703905e-21
NGFRAP1	1.213593910392e-22	3.73554421648674e-21
YBX1	1.23887442641079e-22	3.80783316453915e-21
PSTPIP2	1.26226255154343e-22	3.87410480363722e-21
RAB11FIP4	1.29991919605892e-22	3.98391420664993e-21
RNA45S5	1.43804787688126e-22	4.40088302639218e-21
SURF4	1.4539896654729e-22	4.44325833218291e-21
LOC101928173	1.57894433364931e-22	4.81816567309851e-21
LY96	1.66875691133429e-22	5.08491330108875e-21
LDHB	1.89550956186057e-22	5.76757055781048e-21
METRNL	1.91956650123929e-22	5.83240205706058e-21
TUBB4A	2.2318120691442e-22	6.77142637516598e-21
DOK2	2.34922308968285e-22	7.11747475514198e-21
DGKZ	2.3815694117731e-22	7.20518175247988e-21
IL6R	2.42451187248396e-22	7.32465068256978e-21
JAKMIP2	2.62510123440482e-22	7.91936656888441e-21
RBX1	2.73035233688592e-22	8.22518641486882e-21
SF3A2	2.98472272993691e-22	8.97872335553221e-21
CD55	3.11988191984263e-22	9.37201922889838e-21
S100A6	3.19999602466029e-22	9.59908284172495e-21
NFATC2	3.447442072629e-22	1.03267445588017e-20
RFTN1	3.90343380142497e-22	1.16761670043189e-20
TES	4.73478855093598e-22	1.41430134631338e-20
GLTP	5.92677736117618e-22	1.76786349192439e-20
ID2	5.96903095589975e-22	1.77796641169553e-20
SLCO4C1	6.08318854796808e-22	1.8094286497238e-20
PRKCQ	6.79228129294687e-22	2.01751682998343e-20
PSME1	6.8463058791773e-22	2.03071965154674e-20
IRF2	7.24559358533693e-22	2.14615291561209e-20
RBM3	7.48326548286577e-22	2.21346017239354e-20
HSH2D	8.43062058213726e-22	2.49020336080734e-20
FBXO7	8.98157227970334e-22	2.64925152862237e-20
PPAP2A	9.72229609511824e-22	2.86375632757316e-20
GNA15	1.01688333497496e-21	2.99113200667808e-20
RAB8A	1.02319572916505e-21	3.00553116677733e-20
CCND2	1.14373489458199e-21	3.35495569077385e-20
C1orf174	1.24606112291748e-21	3.65006412912072e-20
RTN4	1.30481987677905e-21	3.81691309610069e-20
NCOR1	1.39092840408891e-21	4.06319691376277e-20
SEMA4D	1.44418412035833e-21	4.21296517531768e-20
TMBIM6	1.47872590635963e-21	4.3078048107246e-20
LOC100653086	1.49533100040045e-21	4.35020299814716e-20
RIN3	1.6226628539595e-21	4.71081817899588e-20
GFPT2	1.62373070956525e-21	4.71081817899588e-20
C20orf24	1.64050714435031e-21	4.75298845865865e-20
DGKA	1.7223325806118e-21	4.98325093719167e-20
GCHFR	1.76691319693606e-21	5.10527180934876e-20
SLC10A3	1.80832361299154e-21	5.21781322235709e-20
DENND2D	1.87739280835429e-21	5.40974819016002e-20
PRKCB	1.94032254862149e-21	5.58349533394364e-20
SRM	2.01197488548295e-21	5.77401398800032e-20
MT2A	2.0099792948382e-21	5.77401398800032e-20
FAM53B	2.06118328144452e-21	5.90723986930747e-20
ARHGDIB	2.4546034952787e-21	7.02526733169644e-20
LRMP	2.4829596691127e-21	7.09684752864448e-20
SLC12A7	2.64518739698839e-21	7.5503545511884e-20
RBCK1	2.78962587181674e-21	7.95193353353353e-20
RHBDF2	3.06909411656072e-21	8.73682523812346e-20
NAA50	3.11563860878334e-21	8.85743480094868e-20
LOC102724230	3.17323354077668e-21	9.00909463625057e-20
FBXO6	3.21646228703593e-21	9.11961660206657e-20
B3GNT2	3.29420057907391e-21	9.32755752750328e-20
ATP5G3	3.43551855208039e-21	9.71473032700278e-20
ACTR3	4.21025968666395e-21	1.18896388062276e-19
ARL5A	4.40154167946514e-21	1.24132840343214e-19
DAZAP2	4.46479757290436e-21	1.2574957095107e-19
IMP3	5.09649767770677e-21	1.43350825926797e-19
BCL2A1	5.18536905261653e-21	1.45657360089922e-19
FXYD2	5.3345335447799e-21	1.49649189705942e-19
ETV1	5.8575766110217e-21	1.64104999691609e-19
VCL	6.54181056669198e-21	1.83032610156205e-19
P4HB	6.66152012791213e-21	1.86136388501661e-19
HTRA1	6.89089011188514e-21	1.9203941851887e-19
HSPA1B	6.88196649884621e-21	1.9203941851887e-19
RASA3	7.90773627664059e-21	2.20088282093168e-19
KIF19	7.94885258767249e-21	2.20942681100076e-19
CDCA4	8.81580050338088e-21	2.44719237010081e-19
PTPRA	9.61961520748313e-21	2.66683397804317e-19
AGAP1	1.03336634063989e-20	2.86104874050793e-19
RNF167	1.04857867215166e-20	2.89938154876041e-19
ATM	1.06640928450399e-20	2.94484480543757e-19
HOTAIRM1	1.15018151990322e-20	3.17204807205558e-19
MRFAP1L1	1.24855440778634e-20	3.43887556887437e-19
CNN2	1.25157392289372e-20	3.4427211098223e-19
GSDMA	1.39626882262851e-20	3.83576025781158e-19
ZBP1	1.40092017902672e-20	3.84355952869323e-19
SRPK2	1.41493614005833e-20	3.87699814707455e-19
CCDC88C	1.44583846524279e-20	3.95656028011214e-19
ENPP4	1.45364949709209e-20	3.97280908947538e-19
IL2RA	1.53698446205714e-20	4.19515656001388e-19
CTNNBIP1	1.59578196218026e-20	4.35004419716183e-19
DHX36	1.71161996435077e-20	4.65982492990386e-19
SERF2	1.8379852813658e-20	4.99743485220588e-19
POMP	1.926342998669e-20	5.2309708470899e-19
TXK	2.02668778333765e-20	5.49641873516941e-19
PLAU	2.03710643239509e-20	5.51761854639018e-19
PPDPF	2.07575357188666e-20	5.61512522354239e-19
RGS19	2.18837811471794e-20	5.91224497540613e-19
CDKN2D	2.29443965594934e-20	6.19090028287195e-19
PTOV1	2.34182519616205e-20	6.31072792378713e-19
LGALS3	2.69973243860609e-20	7.26598040075609e-19
LOC100507195	2.72752083494742e-20	7.33146538245436e-19
CD53	2.84441582918105e-20	7.63599631712301e-19
DRAXIN	3.01167364542424e-20	8.0747882012841e-19
SYTL1	3.25208063059889e-20	8.70834924415926e-19
HERPUD2	3.2770775301739e-20	8.76421945270216e-19
UBE2L6	3.34656897208836e-20	8.93879530982998e-19
KDELR2	3.56507159752704e-20	9.51044508683691e-19
CCR4	4.23265299829608e-20	1.12771488426964e-18
VKORC1	4.43590228876634e-20	1.18038413726671e-18
MYO7A	5.26539653352819e-20	1.39935500855972e-18
GALNT11	5.35289928818792e-20	1.42082963834655e-18
COMMD7	5.58629628837585e-20	1.48092714604844e-18
HMHA1	5.80593001511976e-20	1.53710781224679e-18
ADAMTS1	5.81271437863978e-20	1.53710781224679e-18
MPRIP	5.82897195240519e-20	1.53948738688181e-18
RSU1	6.3450973154747e-20	1.67371671475855e-18
RPS8	6.50202201104945e-20	1.71297991068741e-18
RAB5C	6.74049121947413e-20	1.77360220573954e-18
POP4	7.38097420826578e-20	1.93972368040769e-18
VPS37B	7.47087558974091e-20	1.96091991964388e-18
LOC100509457	7.4927741023756e-20	1.96423675109001e-18
SESN3	7.66305676458819e-20	2.00639639337514e-18
GPR137B	7.71863593084667e-20	2.01845660692227e-18
ACTR1A	8.18521519363442e-20	2.13783305205171e-18
CISD3	9.24135081323917e-20	2.41070809406121e-18
SDHD	1.02443676876017e-19	2.6690730948238e-18
TRPC4AP	1.26306683290193e-19	3.28676336100418e-18
ESM1	1.29695885573054e-19	3.37082149660947e-18
ADTRP	1.33894008907321e-19	3.47567214309238e-18
B4GALT1	1.49698922944015e-19	3.88119163544826e-18
LMNA	1.53977497905014e-19	3.98724636821677e-18
CAMK4	1.58620954112193e-19	4.10247950586755e-18
TIGIT	1.71057141920271e-19	4.4187330887273e-18
USMG5	1.90169667956931e-19	4.90646997327322e-18
PAFAH2	1.93384809866227e-19	4.98335971767066e-18
CHN1	1.96067481604559e-19	5.04635819158919e-18
ARL4C	2.17689308876955e-19	5.59606650019693e-18
IKBIP	2.22571909046927e-19	5.71465502066251e-18
LOC100507103	2.24260616285931e-19	5.75105096758406e-18
PRDM1	2.44878495248178e-19	6.27220184447266e-18
OTUD6B-AS1	2.50202164617363e-19	6.40082932111585e-18
ANXA1	2.54307592651738e-19	6.49801858428681e-18
FBXW4P1	2.81045963649583e-19	7.17259061020499e-18
APBB1IP	3.05478900107937e-19	7.78677465563597e-18
RAI2	3.2096714489815e-19	8.17175415246093e-18
ADAP1	3.50949078041016e-19	8.9243741571869e-18
RPL19	3.52373849355695e-19	8.94987376902465e-18
C1orf228	3.54239207104456e-19	8.9864893591762e-18
ANXA2P2	3.61819495794658e-19	9.1678230188926e-18
RPL23A	3.84063112674995e-19	9.7198215914216e-18
WIPI2	4.00357397880149e-19	1.01201188250801e-17
SCPEP1	4.16121610266834e-19	1.05060798934988e-17
FERMT3	4.32441750770029e-19	1.09051422714991e-17
CD163L1	4.44521520874882e-19	1.11964517989483e-17
FLOT1	4.55130308666885e-19	1.14364971400561e-17
MED10	4.54873516729479e-19	1.14364971400561e-17
UQCRFS1	4.88910967532044e-19	1.22707973957628e-17
CD160	4.9700364126854e-19	1.24591645674033e-17
DUSP16	5.52240131372549e-19	1.3827519133588e-17
RAB24	5.82314160794042e-19	1.45633475496699e-17
IFITM3	6.02320541814055e-19	1.50459529455742e-17
PAG1	6.13677523487617e-19	1.53116151977946e-17
PPIB	6.18331318418032e-19	1.54096011762745e-17
FAM179A	6.32570474897831e-19	1.57459561404145e-17
NUCKS1	6.46738098868461e-19	1.60797439634259e-17
SLC27A3	7.28062848076383e-19	1.80805115714332e-17
DIP2A	7.80739460314225e-19	1.93659911980633e-17
GHITM	8.16009608112984e-19	2.02172100103507e-17
TESPA1	8.24592126328041e-19	2.04060091192125e-17
RPL13A	8.55517985803717e-19	2.11466497003791e-17
MPP6	9.26244933605935e-19	2.28682218299356e-17
NCAM1	9.76928914973254e-19	2.40915214287823e-17
GBP5	1.0485443291849e-18	2.58275588076114e-17
BTN3A1	1.05465957439688e-18	2.59480513385255e-17
NRBF2	1.3253719421584e-18	3.25706699296585e-17
CD3D	1.3387765147094e-18	3.28620050045798e-17
CDC14B	1.34247784333111e-18	3.29147631229666e-17
TMEM9B	1.4761372549163e-18	3.61500218270956e-17
OPTN	1.49006244340603e-18	3.64489553630392e-17
RBPJ	1.50515036594976e-18	3.67756094021458e-17
LOC101928517	1.61005747568346e-18	3.92935545964268e-17
SNX18	1.7964351861047e-18	4.37917211803546e-17
ARHGDIA	1.80400925645762e-18	4.39258648805434e-17
SQSTM1	1.8175524342437e-18	4.42048761759638e-17
SLC38A1	2.03770179384249e-18	4.95023821807693e-17
ARHGEF1	2.1269204865278e-18	5.16106746891093e-17
WDR1	2.13411963234442e-18	5.17261819002976e-17
LINC00674	2.1937804655062e-18	5.3111525242529e-17
XCL1	2.20136688892198e-18	5.32344230105557e-17
LOC643923	2.34864071785697e-18	5.67311757907866e-17
ELAVL1	2.38850182961906e-18	5.76283808902856e-17
SEC24C	2.45950713228049e-18	5.92741218879598e-17
RPL30	2.49740734904352e-18	6.0119199839404e-17
ATP5F1	2.60305371879006e-18	6.25913415738091e-17
NDUFA12	2.63176818159267e-18	6.32101241168939e-17
SMAP2	3.0613782162757e-18	7.34453724103791e-17
WHAMM	3.10338783967084e-18	7.43690952584624e-17
PHYKPL	3.18995896783672e-18	7.63573925393692e-17
KLF6	3.19594157147611e-18	7.64143504485517e-17
CRBN	3.29340087284021e-18	7.86559073324271e-17
CMPK1	4.04110647858302e-18	9.64047088839018e-17
GFI1	4.05246379839317e-18	9.65670249846319e-17
TXNIP	4.12285958452205e-18	9.81342380118335e-17
FKBP1B	4.87252515498565e-18	1.15848109290287e-16
CASP1	5.35524637477473e-18	1.27182603713575e-16
LNPEP	5.43836211667116e-18	1.29012062382955e-16
DDX6	5.63592092970448e-18	1.33400235577202e-16
ALKBH5	5.63563380186751e-18	1.33400235577202e-16
SLC44A2	5.94875241118788e-18	1.40647871947015e-16
LDHAL6A	6.00738705505024e-18	1.41876018556242e-16
MVB12B	6.06051722878806e-18	1.4297157885221e-16
TMA7	6.37433382436019e-18	1.50207635274479e-16
TTC24	6.59634330155741e-18	1.55266646769622e-16
PTPN13	6.69749331673696e-18	1.57472769691084e-16
DUSP5	6.73820534595987e-18	1.58254550362256e-16
RPL22	6.8607218410959e-18	1.60953748679161e-16
EPB41L4A	7.00297872137576e-18	1.64109583119268e-16
BRD2	7.63172609099674e-18	1.78646409423685e-16
PRKD3	8.09858274952824e-18	1.89157205894267e-16
IL2	8.08986061329813e-18	1.89157205894267e-16
ARRDC3	8.17031194605712e-18	1.90622635590736e-16
GADD45G	8.36225167806132e-18	1.9488641053662e-16
FAM19A1	8.44726075194331e-18	1.96651488504077e-16
NCAPG2	8.56973316027271e-18	1.99283882525289e-16
PMS1	8.77041331335603e-18	2.03727191182535e-16
KLF12	8.85139063505168e-18	2.05383252284656e-16
DENND1C	9.07680520175173e-18	2.10383480566941e-16
GABARAP	9.25023051340421e-18	2.14169092498118e-16
NCL	9.27033647084925e-18	2.14400540756566e-16
DNAJC8	9.34712042039899e-18	2.15940882217671e-16
USB1	9.51260703775037e-18	2.19524885806975e-16
MYL6	9.56135590359778e-18	2.20410039134241e-16
C7orf26	9.79393787449267e-18	2.2552642176139e-16
GEMIN7	1.03129204271141e-17	2.37219540583769e-16
HMGN2	1.03651449340184e-17	2.38162506782949e-16
MLF2	1.08965758081118e-17	2.50102359024281e-16
PDLIM2	1.09295333933829e-17	2.50587615358772e-16
TAF7	1.15376331656535e-17	2.64244194575787e-16
DERL1	1.23843097865517e-17	2.83329495095133e-16
LRRN3	1.26649962503104e-17	2.89438836720455e-16
ARPC1B	1.30366368573823e-17	2.97611404167237e-16
FXYD1	1.33165539103292e-17	3.03674704656196e-16
DSTN	1.41384898480974e-17	3.22072065197046e-16
GRAP2	1.41747713540633e-17	3.2220637821755e-16
STK10	1.41629832554143e-17	3.2220637821755e-16
CYFIP2	1.44546712735273e-17	3.28216989688401e-16
IL15	1.48543467753807e-17	3.36931536269812e-16
ADAM19	1.50698636361894e-17	3.41454773500325e-16
FYB	1.62053211475109e-17	3.6679023574857e-16
RPL34	1.64870742057378e-17	3.72769583960861e-16
LAT2	1.80442431392136e-17	4.07542394564901e-16
RB1	1.8310795947546e-17	4.13122723888889e-16
LOC102724246	1.87771770618146e-17	4.23194868360216e-16
LINC01410	1.93783736426638e-17	4.36280836744814e-16
YWHAH	1.9673926341112e-17	4.42465142992897e-16
CASP4	2.0163667183197e-17	4.5299899748013e-16
DCTN1	2.10418446953252e-17	4.72227981268209e-16
BTLA	2.1469549266232e-17	4.81317337038316e-16
XPNPEP2	2.28418937871591e-17	5.11542643546008e-16
VGLL4	2.33655214149098e-17	5.22717276547897e-16
WDSUB1	2.41896836343598e-17	5.40584626467337e-16
TIAM1	2.44039485970794e-17	5.44798886154589e-16
PCMT1	2.55261909817905e-17	5.69252847888343e-16
ABR	2.57737231898262e-17	5.74169245178397e-16
STMN1	2.77392637600007e-17	6.1730777106201e-16
